country,report_year,occurrence,human_cases,human_deaths
Martinique (France),2010,no_information_available,no information,no information
Mauritius,2005,no_information_available,no information,no information
Mauritius,2007,no_information_available,no information,no information
Mauritius,2010,no_information_available,no information,no information
Mauritius,2011,no_information_available,no information,no information
Mauritius,2012,no_information_available,no information,no information
Mauritius,2013,no_information_available,no information,no information
Malawi,2005,no_information_available,no information,no information
Malawi,2006,no_information_available,no information,no information
Malawi,2007,no_information_available,no information,no information
Malawi,2008,no_information_available,no information,no information
Malawi,2009,no_information_available,no information,no information
Malawi,2010,no_information_available,no information,no information
Malawi,2011,no_information_available,no information,no information
Malawi,2012,no_information_available,no information,no information
Malawi,2014,no_information_available,no information,no information
Malawi,2016,no_information_available,no information,no information
Malawi,2018,no_information_available,no information,no information
Malaysia,2005,no_information_available,no information,no information
Malaysia,2006,no_information_available,no information,no information
Malaysia,2007,no_information_available,no information,no information
Malaysia,2008,no_information_available,no information,no information
Malaysia,2009,no_information_available,no information,no information
Malaysia,2010,no_information_available,no information,no information
Malaysia,2011,no_information_available,no information,no information
Malaysia,2012,no_information_available,no information,no information
Malaysia,2013,no_information_available,no information,no information
Malaysia,2014,no_information_available,no information,no information
Malaysia,2015,no_information_available,no information,no information
Malaysia,2016,no_information_available,no information,no information
Namibia,2005,no_information_available,no information,no information
Namibia,2006,no_information_available,no information,no information
Namibia,2007,no_information_available,no information,no information
Namibia,2008,no_information_available,no information,no information
Namibia,2010,no_information_available,no information,no information
Namibia,2011,no_information_available,no information,no information
Namibia,2014,no_information_available,no information,no information
New Caledonia,2005,no_information_available,no information,no information
New Caledonia,2006,no_information_available,no information,no information
New Caledonia,2007,no_information_available,no information,no information
Niger,2005,no_information_available,no information,no information
Niger,2006,no_information_available,no information,no information
Niger,2007,no_information_available,no information,no information
Niger,2008,no_information_available,no information,no information
Niger,2010,no_information_available,no information,no information
Niger,2011,no_information_available,no information,no information
Niger,2012,no_information_available,no information,no information
Niger,2013,no_information_available,no information,no information
Niger,2014,no_information_available,no information,no information
Niger,2015,no_information_available,no information,no information
Niger,2016,no_information_available,no information,no information
Niger,2017,no_information_available,no information,no information
Nigeria,2006,no_information_available,no information,no information
Nigeria,2007,no_information_available,no information,no information
Nigeria,2008,no_information_available,no information,no information
Nigeria,2009,no_information_available,no information,no information
Nigeria,2010,no_information_available,no information,no information
Nigeria,2011,no_information_available,no information,no information
Nigeria,2012,no_information_available,no information,no information
Nigeria,2014,no_information_available,no information,no information
Nigeria,2015,no_information_available,no information,no information
Nigeria,2016,no_information_available,no information,no information
Nigeria,2017,no_information_available,no information,no information
Nigeria,2018,no_information_available,no information,no information
Nicaragua,2009,no_information_available,no information,no information
Nicaragua,2011,no_information_available,no information,no information
Nicaragua,2012,no_information_available,no information,no information
Nicaragua,2013,no_information_available,no information,no information
Nicaragua,2017,no_information_available,no information,no information
Nicaragua,2018,no_information_available,no information,no information
Norway,2008,no_information_available,no information,no information
Norway,2009,no_information_available,no information,no information
Norway,2010,no_information_available,no information,no information
Norway,2011,no_information_available,no information,no information
Norway,2012,no_information_available,no information,no information
Norway,2013,no_information_available,no information,no information
Norway,2014,no_information_available,no information,no information
Norway,2015,no_information_available,no information,no information
Norway,2016,no_information_available,no information,no information
Norway,2017,no_information_available,no information,no information
Nepal,2005,no_information_available,no information,no information
Nepal,2006,no_information_available,no information,no information
Nepal,2007,no_information_available,no information,no information
Nepal,2008,no_information_available,no information,no information
Nepal,2009,no_information_available,no information,no information
Nepal,2010,no_information_available,no information,no information
Nepal,2011,no_information_available,no information,no information
Nepal,2012,no_information_available,no information,no information
Nepal,2013,no_information_available,no information,no information
Nepal,2014,no_information_available,no information,no information
Oman,2006,no_information_available,no information,no information
Oman,2007,no_information_available,no information,no information
Oman,2008,no_information_available,no information,no information
Oman,2009,no_information_available,no information,no information
Oman,2010,no_information_available,no information,no information
Oman,2011,no_information_available,no information,no information
Pakistan,2005,no_information_available,no information,no information
Pakistan,2006,no_information_available,no information,no information
Panama,2007,no_information_available,no information,no information
Panama,2008,no_information_available,no information,no information
Panama,2009,no_information_available,no information,no information
Panama,2010,no_information_available,no information,no information
Panama,2016,no_information_available,no information,no information
Panama,2017,no_information_available,no information,no information
Panama,2018,no_information_available,no information,no information
Peru,2005,no_information_available,no information,no information
Peru,2007,no_information_available,no information,no information
Peru,2009,no_information_available,no information,no information
Peru,2010,no_information_available,no information,no information
Peru,2011,no_information_available,no information,no information
Philippines,2005,no_information_available,no information,no information
Philippines,2006,no_information_available,no information,no information
Philippines,2008,no_information_available,no information,no information
Philippines,2009,no_information_available,no information,no information
Philippines,2010,no_information_available,no information,no information
Philippines,2011,no_information_available,no information,no information
Philippines,2012,no_information_available,no information,no information
Philippines,2013,no_information_available,no information,no information
Philippines,2015,no_information_available,no information,no information
Philippines,2016,no_information_available,no information,no information
Philippines,2017,no_information_available,no information,no information
Palau,2012,no_information_available,no information,no information
Palau,2013,no_information_available,no information,no information
Palau,2014,no_information_available,no information,no information
Palau,2015,no_information_available,no information,no information
Papua New Guinea,2008,no_information_available,no information,no information
Papua New Guinea,2009,no_information_available,no information,no information
Papua New Guinea,2010,no_information_available,no information,no information
Papua New Guinea,2011,no_information_available,no information,no information
Papua New Guinea,2012,no_information_available,no information,no information
Papua New Guinea,2013,no_information_available,no information,no information
Papua New Guinea,2014,no_information_available,no information,no information
Papua New Guinea,2015,no_information_available,no information,no information
Papua New Guinea,2016,no_information_available,no information,no information
Papua New Guinea,2017,no_information_available,no information,no information
Papua New Guinea,2018,no_information_available,no information,no information
Poland,2005,no_information_available,no information,no information
Poland,2006,no_information_available,no information,no information
Poland,2009,no_information_available,no information,no information
Poland,2010,no_information_available,no information,no information
Poland,2011,no_information_available,no information,no information
Poland,2012,no_information_available,no information,no information
Poland,2013,no_information_available,no information,no information
Poland,2014,no_information_available,no information,no information
Poland,2015,no_information_available,no information,no information
Poland,2016,no_information_available,no information,no information
Poland,2017,no_information_available,no information,no information
Poland,2018,no_information_available,no information,no information
Portugal,2007,no_information_available,no information,no information
Portugal,2009,no_information_available,no information,no information
Portugal,2010,no_information_available,no information,no information
Portugal,2011,no_information_available,no information,no information
Portugal,2012,no_information_available,no information,no information
Portugal,2013,no_information_available,no information,no information
Portugal,2014,no_information_available,no information,no information
Portugal,2016,no_information_available,no information,no information
Portugal,2017,no_information_available,no information,no information
Paraguay,2005,no_information_available,no information,no information
Paraguay,2006,no_information_available,no information,no information
Paraguay,2007,no_information_available,no information,no information
Paraguay,2008,no_information_available,no information,no information
Paraguay,2009,no_information_available,no information,no information
Paraguay,2010,no_information_available,no information,no information
Paraguay,2011,no_information_available,no information,no information
Paraguay,2012,no_information_available,no information,no information
Paraguay,2013,no_information_available,no information,no information
Paraguay,2014,no_information_available,no information,no information
Paraguay,2015,no_information_available,no information,no information
Palestinian Auton. Territories,2008,no_information_available,no information,no information
Palestinian Auton. Territories,2009,no_information_available,no information,no information
Qatar,2007,no_information_available,no information,no information
Qatar,2008,no_information_available,no information,no information
Qatar,2009,no_information_available,no information,no information
Qatar,2012,no_information_available,no information,no information
Reunion (France),2005,no_information_available,no information,no information
Reunion (France),2006,no_information_available,no information,no information
Reunion (France),2007,no_information_available,no information,no information
Reunion (France),2008,no_information_available,no information,no information
Reunion (France),2015,no_information_available,no information,no information
Romania,2005,no_information_available,no information,no information
Romania,2009,no_information_available,no information,no information
Romania,2011,no_information_available,no information,no information
Russia,2007,no_information_available,no information,no information
Russia,2008,no_information_available,no information,no information
Rwanda,2007,no_information_available,no information,no information
Rwanda,2008,no_information_available,no information,no information
Rwanda,2009,no_information_available,no information,no information
Rwanda,2010,no_information_available,no information,no information
Rwanda,2011,no_information_available,no information,no information
Rwanda,2012,no_information_available,no information,no information
Rwanda,2014,no_information_available,no information,no information
Rwanda,2016,no_information_available,no information,no information
Saudi Arabia,2005,no_information_available,no information,no information
Saudi Arabia,2006,no_information_available,no information,no information
Saudi Arabia,2007,no_information_available,no information,no information
Saudi Arabia,2008,no_information_available,no information,no information
Saudi Arabia,2009,no_information_available,no information,no information
Saudi Arabia,2010,no_information_available,no information,no information
Saudi Arabia,2011,no_information_available,no information,no information
Saudi Arabia,2012,no_information_available,no information,no information
Saudi Arabia,2013,no_information_available,no information,no information
Saudi Arabia,2014,no_information_available,no information,no information
Saudi Arabia,2017,no_information_available,no information,no information
Sudan,2005,no_information_available,no information,no information
Sudan,2006,no_information_available,no information,no information
Sudan,2007,no_information_available,no information,no information
Sudan,2008,no_information_available,no information,no information
Sudan,2009,no_information_available,no information,no information
Sudan,2010,no_information_available,no information,no information
Sudan,2011,no_information_available,no information,no information
Sudan,2013,no_information_available,no information,no information
Sudan,2014,no_information_available,no information,no information
Sudan,2015,no_information_available,no information,no information
Sudan,2016,no_information_available,no information,no information
Sudan,2017,no_information_available,no information,no information
Sudan,2018,no_information_available,no information,no information
Senegal,2005,no_information_available,no information,no information
Senegal,2006,no_information_available,no information,no information
Senegal,2007,no_information_available,no information,no information
Senegal,2008,no_information_available,no information,no information
Senegal,2009,no_information_available,no information,no information
Senegal,2010,no_information_available,no information,no information
Senegal,2011,no_information_available,no information,no information
Senegal,2012,no_information_available,no information,no information
Senegal,2013,no_information_available,no information,no information
Senegal,2014,no_information_available,no information,no information
Singapore,2005,no_information_available,no information,no information
Singapore,2006,no_information_available,no information,no information
Singapore,2007,no_information_available,no information,no information
Singapore,2008,no_information_available,no information,no information
Singapore,2009,no_information_available,no information,no information
Singapore,2010,no_information_available,no information,no information
Singapore,2011,no_information_available,no information,no information
Singapore,2012,no_information_available,no information,no information
Singapore,2013,no_information_available,no information,no information
Singapore,2014,no_information_available,no information,no information
Singapore,2015,no_information_available,no information,no information
Singapore,2016,no_information_available,no information,no information
Singapore,2017,no_information_available,no information,no information
Solomon Islands,2008,no_information_available,no information,no information
Sierra Leone,2009,no_information_available,no information,no information
Sierra Leone,2010,no_information_available,no information,no information
Sierra Leone,2011,no_information_available,no information,no information
Sierra Leone,2012,no_information_available,no information,no information
Sierra Leone,2013,no_information_available,no information,no information
Sierra Leone,2014,no_information_available,no information,no information
Sierra Leone,2015,no_information_available,no information,no information
El Salvador,2007,no_information_available,no information,no information
El Salvador,2010,no_information_available,no information,no information
El Salvador,2011,no_information_available,no information,no information
El Salvador,2012,no_information_available,no information,no information
El Salvador,2013,no_information_available,no information,no information
El Salvador,2014,no_information_available,no information,no information
El Salvador,2015,no_information_available,no information,no information
El Salvador,2016,no_information_available,no information,no information
San Marino,2010,no_information_available,no information,no information
Somalia,2005,no_information_available,no information,no information
Somalia,2006,no_information_available,no information,no information
Somalia,2007,no_information_available,no information,no information
Somalia,2008,no_information_available,no information,no information
Somalia,2009,no_information_available,no information,no information
Somalia,2010,no_information_available,no information,no information
Somalia,2011,no_information_available,no information,no information
Somalia,2015,no_information_available,no information,no information
Somalia,2016,no_information_available,no information,no information
Somalia,2018,no_information_available,no information,no information
South Sudan,2016,no_information_available,no information,no information
South Sudan,2017,no_information_available,no information,no information
Sao Tome and Principe,2012,no_information_available,no information,no information
Suriname,2009,no_information_available,no information,no information
Suriname,2010,no_information_available,no information,no information
Suriname,2012,no_information_available,no information,no information
Suriname,2013,no_information_available,no information,no information
Suriname,2014,no_information_available,no information,no information
Slovakia,2007,no_information_available,no information,no information
Slovakia,2008,no_information_available,no information,no information
Slovakia,2010,no_information_available,no information,no information
Slovakia,2011,no_information_available,no information,no information
Slovakia,2012,no_information_available,no information,no information
Slovakia,2013,no_information_available,no information,no information
Slovakia,2014,no_information_available,no information,no information
Slovakia,2015,no_information_available,no information,no information
Slovakia,2016,no_information_available,no information,no information
Slovenia,2011,no_information_available,no information,no information
Sweden,2011,no_information_available,no information,no information
Swaziland,2006,no_information_available,no information,no information
Swaziland,2007,no_information_available,no information,no information
Swaziland,2011,no_information_available,no information,no information
Seychelles,2011,no_information_available,no information,no information
Seychelles,2012,no_information_available,no information,no information
Seychelles,2013,no_information_available,no information,no information
Syria,2005,no_information_available,no information,no information
Syria,2006,no_information_available,no information,no information
Syria,2007,no_information_available,no information,no information
Syria,2008,no_information_available,no information,no information
Syria,2009,no_information_available,no information,no information
Syria,2010,no_information_available,no information,no information
Syria,2011,no_information_available,no information,no information
Syria,2012,no_information_available,no information,no information
Syria,2013,no_information_available,no information,no information
Chad,2005,no_information_available,no information,no information
Chad,2006,no_information_available,no information,no information
Chad,2007,no_information_available,no information,no information
Chad,2008,no_information_available,no information,no information
Chad,2009,no_information_available,no information,no information
Chad,2010,no_information_available,no information,no information
Chad,2011,no_information_available,no information,no information
Chad,2012,no_information_available,no information,no information
Togo,2005,no_information_available,no information,no information
Togo,2007,no_information_available,no information,no information
Togo,2008,no_information_available,no information,no information
Togo,2009,no_information_available,no information,no information
Togo,2010,no_information_available,no information,no information
Togo,2011,no_information_available,no information,no information
Togo,2012,no_information_available,no information,no information
Thailand,2005,no_information_available,no information,no information
Thailand,2006,no_information_available,no information,no information
Thailand,2010,no_information_available,no information,no information
Thailand,2011,no_information_available,no information,no information
Thailand,2012,no_information_available,no information,no information
Tajikistan,2005,no_information_available,no information,no information
Tajikistan,2006,no_information_available,no information,no information
Tajikistan,2007,no_information_available,no information,no information
Tajikistan,2008,no_information_available,no information,no information
Tajikistan,2015,no_information_available,no information,no information
Turkmenistan,2010,no_information_available,no information,no information
Turkmenistan,2014,no_information_available,no information,no information
Turkmenistan,2017,no_information_available,no information,no information
Turkmenistan,2018,no_information_available,no information,no information
Tonga,2008,no_information_available,no information,no information
Tonga,2009,no_information_available,no information,no information
Tonga,2010,no_information_available,no information,no information
Tonga,2011,no_information_available,no information,no information
Tonga,2012,no_information_available,no information,no information
Trinidad and Tobago,2005,no_information_available,no information,no information
Trinidad and Tobago,2009,no_information_available,no information,no information
Trinidad and Tobago,2011,no_information_available,no information,no information
Tunisia,2010,no_information_available,no information,no information
Tunisia,2011,no_information_available,no information,no information
Chinese Taipei,2005,no_information_available,no information,no information
Chinese Taipei,2010,no_information_available,no information,no information
Tanzania,2005,no_information_available,no information,no information
Tanzania,2006,no_information_available,no information,no information
Tanzania,2007,no_information_available,no information,no information
Tanzania,2008,no_information_available,no information,no information
Tanzania,2009,no_information_available,no information,no information
Tanzania,2010,no_information_available,no information,no information
Tanzania,2011,no_information_available,no information,no information
Tanzania,2012,no_information_available,no information,no information
Tanzania,2013,no_information_available,no information,no information
Tanzania,2014,no_information_available,no information,no information
Tanzania,2015,no_information_available,no information,no information
Tanzania,2016,no_information_available,no information,no information
Tanzania,2018,no_information_available,no information,no information
Uganda,2005,no_information_available,no information,no information
Uganda,2006,no_information_available,no information,no information
Uganda,2007,no_information_available,no information,no information
Uganda,2008,no_information_available,no information,no information
Uganda,2009,no_information_available,no information,no information
Uganda,2010,no_information_available,no information,no information
Uganda,2011,no_information_available,no information,no information
Uganda,2012,no_information_available,no information,no information
Uganda,2013,no_information_available,no information,no information
Uganda,2016,no_information_available,no information,no information
Ukraine,2013,no_information_available,no information,no information
United States of America,2006,no_information_available,no information,no information
Uzbekistan,2006,no_information_available,no information,no information
Uzbekistan,2007,no_information_available,no information,no information
St. Vincent and the Grenadines,2005,no_information_available,no information,no information
St. Vincent and the Grenadines,2007,no_information_available,no information,no information
St. Vincent and the Grenadines,2008,no_information_available,no information,no information
St. Vincent and the Grenadines,2009,no_information_available,no information,no information
St. Vincent and the Grenadines,2010,no_information_available,no information,no information
Venezuela,2016,no_information_available,no information,no information
Vietnam,2007,no_information_available,no information,no information
Vietnam,2010,no_information_available,no information,no information
Vietnam,2011,no_information_available,no information,no information
Vietnam,2012,no_information_available,no information,no information
Vietnam,2013,no_information_available,no information,no information
Vietnam,2014,no_information_available,no information,no information
Vietnam,2015,no_information_available,no information,no information
Vietnam,2016,no_information_available,no information,no information
Vietnam,2018,no_information_available,no information,no information
Vanuatu,2005,no_information_available,no information,no information
Vanuatu,2006,no_information_available,no information,no information
Vanuatu,2007,no_information_available,no information,no information
Vanuatu,2008,no_information_available,no information,no information
Vanuatu,2009,no_information_available,no information,no information
Vanuatu,2010,no_information_available,no information,no information
Vanuatu,2011,no_information_available,no information,no information
Vanuatu,2012,no_information_available,no information,no information
Samoa,2005,no_information_available,no information,no information
Samoa,2009,no_information_available,no information,no information
Samoa,2011,no_information_available,no information,no information
Samoa,2012,no_information_available,no information,no information
Samoa,2013,no_information_available,no information,no information
Yemen,2005,no_information_available,no information,no information
Yemen,2006,no_information_available,no information,no information
Yemen,2007,no_information_available,no information,no information
Yemen,2008,no_information_available,no information,no information
Yemen,2009,no_information_available,no information,no information
Yemen,2010,no_information_available,no information,no information
Yemen,2011,no_information_available,no information,no information
Yemen,2012,no_information_available,no information,no information
Yemen,2013,no_information_available,no information,no information
Yemen,2014,no_information_available,no information,no information
Yemen,2015,no_information_available,no information,no information
Yemen,2016,no_information_available,no information,no information
South Africa,2005,no_information_available,no information,no information
Zambia,2006,no_information_available,no information,no information
Zambia,2007,no_information_available,no information,no information
Zambia,2008,no_information_available,no information,no information
Zambia,2009,no_information_available,no information,no information
Zambia,2010,no_information_available,no information,no information
Zambia,2011,no_information_available,no information,no information
Zambia,2012,no_information_available,no information,no information
Zambia,2013,no_information_available,no information,no information
Zambia,2014,no_information_available,no information,no information
Zambia,2015,no_information_available,no information,no information
Zambia,2016,no_information_available,no information,no information
Zambia,2017,no_information_available,no information,no information
Zambia,2018,no_information_available,no information,no information
Zimbabwe,2005,no_information_available,no information,no information
Zimbabwe,2007,no_information_available,no information,no information
Zimbabwe,2009,no_information_available,no information,no information
Zimbabwe,2010,no_information_available,no information,no information
Zimbabwe,2011,no_information_available,no information,no information
Zimbabwe,2012,no_information_available,no information,no information
Zimbabwe,2013,no_information_available,no information,no information
Zimbabwe,2014,no_information_available,no information,no information
Angola,2011,disease_absent,empty,empty
Angola,2016,disease_absent,empty,empty
Albania,2010,disease_absent,empty,empty
Andorra,2005,disease_absent,empty,empty
Andorra,2006,disease_absent,empty,empty
Andorra,2007,disease_absent,empty,empty
Andorra,2008,disease_absent,empty,empty
Andorra,2009,disease_absent,empty,empty
Andorra,2010,disease_absent,empty,empty
Andorra,2011,disease_absent,empty,empty
Andorra,2012,disease_absent,empty,empty
Andorra,2013,disease_absent,empty,empty
Andorra,2014,disease_absent,empty,empty
Andorra,2015,disease_absent,empty,empty
Andorra,2016,disease_absent,empty,empty
Andorra,2017,disease_absent,empty,empty
Andorra,2018,disease_absent,empty,empty
United Arab Emirates,2008,disease_absent,empty,empty
United Arab Emirates,2012,disease_absent,empty,empty
United Arab Emirates,2013,disease_absent,empty,empty
United Arab Emirates,2014,disease_absent,empty,empty
Argentina,2005,disease_absent,empty,empty
Argentina,2006,disease_absent,empty,empty
Argentina,2007,disease_absent,empty,empty
Argentina,2008,disease_absent,empty,empty
Argentina,2009,disease_absent,empty,empty
Argentina,2010,disease_absent,empty,empty
Argentina,2011,disease_absent,empty,empty
Argentina,2012,disease_absent,empty,empty
Argentina,2013,disease_absent,empty,empty
Argentina,2014,disease_absent,empty,empty
Argentina,2016,disease_absent,empty,empty
Argentina,2017,disease_absent,empty,empty
Argentina,2018,disease_absent,empty,empty
Armenia,2009,disease_absent,empty,empty
Armenia,2010,disease_absent,empty,empty
Armenia,2011,disease_absent,empty,empty
Armenia,2012,disease_absent,empty,empty
Armenia,2013,disease_absent,empty,empty
Armenia,2014,disease_absent,empty,empty
Armenia,2015,disease_absent,empty,empty
Australia,2005,disease_absent,empty,empty
Australia,2006,disease_absent,empty,empty
Australia,2007,disease_absent,empty,empty
Australia,2008,disease_absent,empty,empty
Australia,2009,disease_absent,empty,empty
Australia,2010,disease_absent,empty,empty
Australia,2011,disease_absent,empty,empty
Australia,2012,disease_absent,empty,empty
Australia,2013,disease_absent,empty,empty
Australia,2014,disease_absent,empty,empty
Australia,2015,disease_absent,empty,empty
Australia,2016,disease_absent,empty,empty
Australia,2017,disease_absent,empty,empty
Australia,2018,disease_absent,empty,empty
Austria,2005,disease_absent,empty,empty
Austria,2006,disease_absent,empty,empty
Austria,2009,disease_absent,empty,empty
Austria,2010,disease_absent,empty,empty
Austria,2011,disease_absent,empty,empty
Austria,2012,disease_absent,empty,empty
Austria,2013,disease_absent,empty,empty
Austria,2014,disease_absent,empty,empty
Austria,2015,disease_absent,empty,empty
Austria,2016,disease_absent,empty,empty
Austria,2017,disease_absent,empty,empty
Austria,2018,disease_absent,empty,empty
Azerbaijan,2005,disease_absent,empty,empty
Azerbaijan,2006,disease_absent,empty,empty
Azerbaijan,2007,disease_absent,empty,empty
Azerbaijan,2011,disease_absent,empty,empty
Azerbaijan,2013,disease_absent,empty,empty
Azerbaijan,2014,disease_absent,empty,empty
Azerbaijan,2015,disease_absent,empty,empty
Azerbaijan,2016,disease_absent,empty,empty
Azerbaijan,2017,disease_absent,empty,empty
Azerbaijan,2018,disease_absent,empty,empty
Burundi,2009,disease_absent,empty,empty
Burundi,2010,disease_absent,empty,empty
Burundi,2015,disease_absent,empty,empty
Burundi,2016,disease_absent,empty,empty
Burundi,2017,disease_absent,empty,empty
Burundi,2018,disease_absent,empty,empty
Belgium,2005,disease_absent,empty,empty
Belgium,2006,disease_absent,empty,empty
Belgium,2007,disease_absent,empty,empty
Belgium,2008,disease_absent,empty,empty
Belgium,2009,disease_absent,empty,empty
Belgium,2010,disease_absent,empty,empty
Belgium,2015,disease_absent,empty,empty
Belgium,2016,disease_absent,empty,empty
Belgium,2017,disease_absent,empty,empty
Belgium,2018,disease_absent,empty,empty
Benin,2015,disease_absent,empty,empty
Benin,2016,disease_absent,empty,empty
Benin,2017,disease_absent,empty,empty
Burkina Faso,2009,disease_absent,empty,empty
Burkina Faso,2010,disease_absent,empty,empty
Burkina Faso,2011,disease_absent,empty,empty
Burkina Faso,2012,disease_absent,empty,empty
Bulgaria,2011,disease_absent,empty,empty
Bulgaria,2012,disease_absent,empty,empty
Bulgaria,2013,disease_absent,empty,empty
Bulgaria,2014,disease_absent,empty,empty
Bahrain,2013,disease_absent,empty,empty
Bahrain,2015,disease_absent,empty,empty
Bahrain,2016,disease_absent,empty,empty
Bahrain,2017,disease_absent,empty,empty
Bahamas,2015,disease_absent,empty,empty
Bahamas,2016,disease_absent,empty,empty
Bahamas,2017,disease_absent,empty,empty
Bahamas,2018,disease_absent,empty,empty
Bosnia and Herzegovina,2005,disease_absent,empty,empty
Bosnia and Herzegovina,2008,disease_absent,empty,empty
Bosnia and Herzegovina,2009,disease_absent,empty,empty
Bosnia and Herzegovina,2010,disease_absent,empty,empty
Bosnia and Herzegovina,2011,disease_absent,empty,empty
Bosnia and Herzegovina,2012,disease_absent,empty,empty
Bosnia and Herzegovina,2015,disease_absent,empty,empty
Bosnia and Herzegovina,2016,disease_absent,empty,empty
Bosnia and Herzegovina,2017,disease_absent,empty,empty
Bosnia and Herzegovina,2018,disease_absent,empty,empty
Belarus,2007,disease_absent,empty,empty
Belarus,2009,disease_absent,empty,empty
Belarus,2010,disease_absent,empty,empty
Belarus,2011,disease_absent,empty,empty
Belarus,2012,disease_absent,empty,empty
Belarus,2013,disease_absent,empty,empty
Belize,2005,disease_absent,empty,empty
Belize,2006,disease_absent,empty,empty
Belize,2007,disease_absent,empty,empty
Belize,2008,disease_absent,empty,empty
Belize,2010,disease_absent,empty,empty
Belize,2012,disease_absent,empty,empty
Belize,2013,disease_absent,empty,empty
Belize,2014,disease_absent,empty,empty
Belize,2015,disease_absent,empty,empty
Belize,2016,disease_absent,empty,empty
Bolivia,2007,disease_absent,empty,empty
Bolivia,2008,disease_absent,empty,empty
Bolivia,2013,disease_absent,empty,empty
Bolivia,2018,disease_absent,empty,empty
Brazil,2005,disease_absent,empty,empty
Brazil,2006,disease_absent,empty,empty
Brazil,2008,disease_absent,empty,empty
Brazil,2009,disease_absent,empty,empty
Brazil,2011,disease_absent,empty,empty
Brazil,2012,disease_absent,empty,empty
Brazil,2013,disease_absent,empty,empty
Brazil,2014,disease_absent,empty,empty
Brazil,2015,disease_absent,empty,empty
Brazil,2016,disease_absent,empty,empty
Brazil,2017,disease_absent,empty,empty
Brazil,2018,disease_absent,empty,empty
Barbados,2010,disease_absent,empty,empty
Barbados,2011,disease_absent,empty,empty
Barbados,2013,disease_absent,empty,empty
Barbados,2014,disease_absent,empty,empty
Barbados,2015,disease_absent,empty,empty
Barbados,2016,disease_absent,empty,empty
Barbados,2017,disease_absent,empty,empty
Brunei Darussalam,2005,disease_absent,empty,empty
Brunei Darussalam,2010,disease_absent,empty,empty
Brunei Darussalam,2011,disease_absent,empty,empty
Brunei Darussalam,2013,disease_absent,empty,empty
Brunei Darussalam,2014,disease_absent,empty,empty
Brunei Darussalam,2015,disease_absent,empty,empty
Brunei Darussalam,2016,disease_absent,empty,empty
Brunei Darussalam,2017,disease_absent,empty,empty
Bhutan,2011,disease_absent,empty,empty
Bhutan,2012,disease_absent,empty,empty
Bhutan,2013,disease_absent,empty,empty
Bhutan,2014,disease_absent,empty,empty
Bhutan,2015,disease_absent,empty,empty
Bhutan,2016,disease_absent,empty,empty
Bhutan,2017,disease_absent,empty,empty
Bhutan,2018,disease_absent,empty,empty
Botswana,2006,disease_absent,empty,empty
Botswana,2007,disease_absent,empty,empty
Botswana,2008,disease_absent,empty,empty
Botswana,2009,disease_absent,empty,empty
Botswana,2010,disease_absent,empty,empty
Botswana,2011,disease_absent,empty,empty
Central African Republic,2005,disease_absent,empty,empty
Central African Republic,2006,disease_absent,empty,empty
Central African Republic,2007,disease_absent,empty,empty
Central African Republic,2008,disease_absent,empty,empty
Central African Republic,2009,disease_absent,empty,empty
Central African Republic,2010,disease_absent,empty,empty
Central African Republic,2012,disease_absent,empty,empty
Central African Republic,2013,disease_absent,empty,empty
Central African Republic,2014,disease_absent,empty,empty
Central African Republic,2015,disease_absent,empty,empty
Canada,2005,disease_absent,empty,empty
Canada,2006,disease_absent,empty,empty
Canada,2011,disease_absent,empty,empty
Canada,2013,disease_absent,empty,empty
Canada,2014,disease_absent,empty,empty
Canada,2015,disease_absent,empty,empty
Canada,2016,disease_absent,empty,empty
Canada,2017,disease_absent,empty,empty
Ceuta,2017,disease_absent,empty,empty
Ceuta,2018,disease_absent,empty,empty
Switzerland,2010,disease_absent,empty,empty
Switzerland,2011,disease_absent,empty,empty
Switzerland,2012,disease_absent,empty,empty
Switzerland,2013,disease_absent,empty,empty
Switzerland,2014,disease_absent,empty,empty
Switzerland,2015,disease_absent,empty,empty
Switzerland,2016,disease_absent,empty,empty
Switzerland,2017,disease_absent,empty,empty
Switzerland,2018,disease_absent,empty,empty
Chile,2006,disease_absent,empty,empty
Chile,2007,disease_absent,empty,empty
Chile,2008,disease_absent,empty,empty
Chile,2009,disease_absent,empty,empty
Chile,2010,disease_absent,empty,empty
Chile,2011,disease_absent,empty,empty
Chile,2012,disease_absent,empty,empty
Chile,2013,disease_absent,empty,empty
Chile,2014,disease_absent,empty,empty
Chile,2015,disease_absent,empty,empty
Chile,2017,disease_absent,empty,empty
Chile,2018,disease_absent,empty,empty
Cameroon,2006,disease_absent,empty,empty
Cameroon,2008,disease_absent,empty,empty
Cameroon,2009,disease_absent,empty,empty
Congo (Rep. of the),2013,disease_absent,empty,empty
Congo (Rep. of the),2014,disease_absent,empty,empty
Congo (Rep. of the),2015,disease_absent,empty,empty
Congo (Rep. of the),2016,disease_absent,empty,empty
Colombia,2005,disease_absent,empty,empty
Colombia,2006,disease_absent,empty,empty
Colombia,2009,disease_absent,empty,empty
Colombia,2011,disease_absent,empty,empty
Colombia,2012,disease_absent,empty,empty
Comoros,2010,disease_absent,empty,empty
Comoros,2011,disease_absent,empty,empty
Cabo Verde,2014,disease_absent,empty,empty
Cabo Verde,2015,disease_absent,empty,empty
Cabo Verde,2016,disease_absent,empty,empty
Cabo Verde,2017,disease_absent,empty,empty
